serial_number,model,location,status,condition
8.BOX.0022,8.BOX.0022,8.2.4.1.A,InStock,USEB
8.BOX.0023,8.BOX.0023,8.2.4.1.A,InStock,USEB
8.BOX.0024,8.BOX.0024,8.2.4.1.A,InStock,USEB
8.BOX.0025,8.BOX.0025,8.2.4.1.A,InStock,USEB
FOC18477UYJ,SM-SRE-910-K9,8.BOx.0026,InStock,USEB
FOC1922512M,UCS-E140S-M2BUN/K9#UCS-E140S-M2/K9,8.BOx.0026,InStock,USEB
FOC16294TRN,SM-SRE910-K9,8.BOX.0027,InStock,USEB
FOC17071CPF,SM-SRE-910-K9,8.BOX.0026,InStock,USEB
FOC15052TEF,SM-SRE-900-K9,8.BOX.0026,InStock,USEB
FOC15021FYF,WAAS-ENT-SM-M#SM-SRE-900-K9,8.BOX.0026,InStock,USEB
FOC18491VKT,SM-SRE-910-K9,8.BOX.0026,InStock,USEB
FOC16294TRX,SM-SRE-910-K9,8.BOX.0026,InStock,USEB
FOC19033Q2J,SM-SRE-910-K9,8.BOX.0026,InStock,USEB
FOC15222VVF,SM-SRE-910-K9,8.BOX.0026,InStock,USEB
FOC1745ANFW,SM-SRE-910-K9,8.BOX.0027,InStock,USEB
FOC16494FJR,SM-SRE-710-K9,8.BOX.0028,InStock,USEB
FOC1921416N,UCS-E140S-M2BUN/K9#UCS-E140S-M2/K9,8.BOX.0028,InStock,USEB
FOC16432DJP,SM-SRE-910-K9,8.BOX.0027,InStock,USEB
FOC192104CM,UCS-E140S-M2BUN/K9#UCS-E140S-M2/K9,8.BOX.0028,InStock,USEB
FOC17037ESS,SM-SRE-710-BUN-K9,8.BOX.0028,InStock,USEB
FOC194285KC,SM-SRE-910-K9,8.BOX.0027,InStock,USEB
FOC16451ZBK,SM-SRE-710-BUN-K9#SM-SRE-710-K9,8.BOX.0027,InStock,USEB
FOC19093R13,UCS-E140S-M1/K9,8.BOX.0027,InStock,USEB
FOC18477UZ5,SM-SRE-910-K9,8.BOX.0026,InStock,USEB
FOC192104C0,UCS-E140S-M2BUN/K9#UCS-E140S-M2/K9,8.BOX.0028,InStock,USEB
FOC16206VQ4,SM-SRE-910-K9,8.BOX.0028,InStock,USEB
FOC20447743,UCS-E140S-M2BUN/K9#UCS-E140S-M2BU,8.BOX.0028,InStock,USEB
FOC19093R09,UCS-E140S-M1/K9,8.BOX.0028,InStock,USEB
FOC17045DQ3,SM-SRE-910-K9,8.BOX.0026,InStock,USEB
FOC18370QRL,SM-SRE-910-K9,8.BOX.0026,InStock,USEB
FOC18370QTB,SM-SRE-910-K9,8.BOX.0026,InStock,USEB
FOC18042PYT,SM-SRE-910-K9,8.BOX.0026,InStock,USEB
FOC18491VJ5,SM-SRE-910-K9,8.BOX.0026,InStock,USEB
FOC194285HG,SM-SRE-910-K9,8.BOX.0028,InStock,USEB
FOC16516MR5,SM-SRE-710-BUN-K9,8.BOX.0026,InStock,USEB
FOC18327JNT,SM-SRE-910-K9,8.BOX.0028,InStock,USEB
FOC1921044M,UCS-E140S-M2BUN/K9#UCS-E140S-M2/K9,8.BOX.0028,InStock,USEB
FOC14512D41,NME-16ES-1G-P,8.BOX.0029,InStock,USEB
FOC15453P1G,NME-16ES-1G-P,8.BOX.0029,InStock,USEB
FOC17018E4B,SM-ES3G-24-P,8.BOX.0029,InStock,USEB
FOC15021G2A,SM-SRE-900-K9#SM-SRE-700-K9,8.BOX.0029,InStock,USEB
FOC16404HWL,SM-ES3G-24-P,8.BOX.0029,InStock,USEB
FOC16518QPV,SM-ES2-16-P,8.BOX.0029,InStock,USEC
FOC16226JFY,SM-ES3G-24-P,8.BOX.0029,InStock,USEB
FOC19033Q2A,SM-SRE-910-K9,8.BOX.0026,InStock,USEB
FOC18477UV5,SM-SRE-910-K9,8.BOX.0029,InStock,USEB
FOC1921045L,UCS-E140S-M2BUN/K9#UCS-E140S-M2/K9,8.BOX.0029,InStock,USEB
FOC12343124,NME-WAE-502-K9,8.BOX.0029,InStock,USEB
FOC122533G0,NME-WAE-502-K9,8.BOX.0029,InStock,USEB
FOC15316NGK,NME-WAE-502-K9,8.BOX.0029,InStock,USEB
FOC12242924,NME-WAE-502-K9,8.BOX.0029,InStock,USEB
FOC16281WWN,SM-ES2-16-P,8.BOX.0025,InStock,USEB
FOC1413103Z,NME-16ES-1G-P,8.BOX.0025,InStock,USEB
FOC12203JL2,NME-APPRE-522-K9,8.BOX.0025,InStock,USEB
FOC09160MJT,NM-16ESW-PWR#NM-ESW-16,8.BOX.0020,InStock,USEB
JAE072003BT,NM-1FE2W=,8.BOX.0020,InStock,USEB
22119012,NM-4T,8.BOX.0020,InStock,USEB
JAB04440E5V,NM-HDV-1E1-30#NM-HDV,8.BOX.0020,InStock,USEB
26483426,NM-2V,8.BOX.0020,InStock,USEB
FOC10141YKC,NM-1A-E3=,8.BOX.0021,InStock,USEB
FOC10160T9K,NM-1FE2W-V2=,8.BOX.0021,InStock,USEB
FOC122106PA,NM-1GE,8.BOX.0021,InStock,USEB
27359200,NM-1FE-FX=,8.BOX.0021,InStock,USEB
JAF1231AEGM,SA-VAM2+,8.BOX.0023,InStock,USEB
FOC16281WN6,SM-ES2-16-P,8.BOX.0023,InStock,USEB
LSV1816008E,UCSW-SAS9207-8I V01,-,InStock,USEB
CLE21390275,SB-PWR-12V2A-NA,8.BOX.0005,InStock,NIB
1110018080601,CTS-QSC20-MIC#CTS-QSC20-MIC,8.BOX.0005,InStock,USEB
GET202700IX,CTS-MIC-TABL20+#CTS-MIC-TABL20,8.BOX.0005,InStock,NIB
FCH202922M5,CP-MIC-WIRED-S,8.BOX.0005,InStock,USEB
FOC13171D20,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC13171CYA,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC16100MK8,VIC3-4FXS/DID=,8.MD.BOX.39,InStock,USEB
FOC13171D3Q,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC14074MVS,VIC3-2FXS/DID,8.MD.BOX.39,InStock,USEB
FOC13171D4Q,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC13171D4H,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC13171CZH,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC13171D5J,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC13171D0W,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC1242344U,VIC2-4FXO,8.MD.BOX.39,InStock,USEB
FOC13171D4K,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC13171D3W,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC13171D36,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC12430B4T,VIC-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC13171CYH,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC16383NV6,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC18372FVD,VIC3-4FXS/DID=,8.MD.BOX.39,InStock,USEB
FOC11333D93,VIC-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC174387K2,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC14102M88,VIC3-2FXS/DID,8.MD.BOX.39,InStock,USEB
FOC15073TN6,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC124503F8,VIC2-4FXO,8.MD.BOX.39,InStock,USEB
FOC13171CX2,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC17301EP6,VIC2-4FXO,8.MD.BOX.39,InStock,USEB
FOC13171CWW,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC13171D1T,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC1523556Y,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC13171CZY,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC14102NF1,VIC3-2FXS/DID=,8.MD.BOX.39,InStock,USEB
FOC13171CZU,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC13171CZE,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC20174UPC,EHWIC-4G-LTE-AU,8.MD.BOX.7,InStock,USEB
FOC19069194,EHWIC-4G-LTE-AU,8.MD.BOX.7,InStock,USEB
FOC19069141,EHWIC-4G-LTE-AU,8.MD.BOX.7,InStock,USEB
FOC18388CWR,EHWIC-4G-LTE-AU,8.MD.BOX.7,InStock,USEB
FOC1947104N,EHWIC-4G-LTE-AU,8.MD.BOX.7,InStock,USEB
FOC1906912C,EHWIC-4G-LTE-AU,8.MD.BOX.7,InStock,USEB
FOC1947101T,EHWIC-4G-LTE-AU,8.MD.BOX.7,InStock,USEB
FOC19253S38,EHWIC-4G-LTE-AU,8.MD.BOX.7,InStock,USEB
FOC213922DP,EHWIC-4G-LTE-AU,8.MD.BOX.7,InStock,USEB
FOC18330EXT,EHWIC-4G-LTE-AU,8.MD.BOX.7,InStock,USEB
FOC19444W5P,EHWIC-4G-LTE-AU,8.MD.BOX.7,InStock,USEB
FOC213922HM,EHWIC-4G-LTE-AU,8.MD.BOX.7,InStock,USEB
FOC19048P7C,EHWIC-4G-LTE-AU,8.MD.BOX.7,InStock,USEB
FOC213922DS,EHWIC-4G-LTE-AU,8.MD.BOX.7,InStock,USEB
FOC1947101B,EHWIC-4G-LTE-AU,8.MD.BOX.7,InStock,USEB
FOC190691DR,EHWIC-4G-LTE-AU,8.MD.BOX.7,InStock,USEB
FOC18522CYW,EHWIC-4G-LTE-G,8.MD.BOX.7,InStock,USEB
FOC17086YTZ,EHWIC-4G-LTE-G,8.MD.BOX.7,InStock,USEC
FOC17018DVD,EHWIC-VA-DSL-M,8.MD.BOX.9,InStock,USEB
FOC17013AQM,EHWIC-VA-DSL-M,8.MD.BOX.9,InStock,USEB
FOC17374ZU2,EHWIC-VA-DSL-M,8.MD.BOX.9,InStock,USEB
FOC17374ZTL,EHWIC-VA-DSL-M=,8.MD.BOX.9,InStock,USEB
FOC173251QA,EHWIC-VA-DSL-M=,8.MD.BOX.9,InStock,USEB
FOC16376T7D,EHWIC-VA-DSL-M=,8.MD.BOX.9,InStock,USEB
FOC17316CR4,EHWIC-VA-DSL-M=,8.MD.BOX.9,InStock,USEB
FOC18244HSA,EHWIC-VA-DSL-M,8.MD.BOX.9,InStock,USEB
FOC17374ZU5,EHWIC-VA-DSL-M,8.MD.BOX.9,InStock,USEB
FOC202205EN,EHWIC-VA-DSL-A,8.MD.BOX.9,InStock,USEB
FOC1719528U,EHWIC-VA-DSL-M,8.MD.BOX.9,InStock,USEB
FOC173251PS,EHWIC-VA-DSL-M,8.MD.BOX.9,InStock,USEB
FOC16487TP6,EHWIC-VA-DSL-M,8.MD.BOX.9,InStock,USEB
FOC17405RJA,EHWIC-VA-DSL-M,8.MD.BOX.9,InStock,USEB
FOC13294YQD,HWIC-2SHDSL,8.MD.BOX.37,InStock,USEB
FOC15426MTC,HWIC-2T,8.MD.BOX.37,InStock,USEB
FOC14144CSK,HWIC-2SHDSL,8.MD.BOX.37,InStock,USEB
FOC16274M6C,HWIC-2SHDSL=,8.MD.BOX.37,InStock,USEB
FOC10403HZC,WIC-1SHDSL-V3,8.MD.BOX.37,InStock,USEB
FOC1710115K,HWIC-2SHDSL=,8.MD.BOX.37,InStock,USEB
FOC16216CFS,HWIC-2SHDSL,8.MD.BOX.37,InStock,USEB
FOC16293091,HWIC-2SHDSL,8.MD.BOX.37,InStock,USEB
FOC161329LF,HWIC-2SHDSL,8.MD.BOX.37,InStock,USEB
FOC17310FWJ,HWIC-2SHDSL=,8.MD.BOX.37,InStock,USEB
FOC16216CNB,HWIC-2SHDSL,8.MD.BOX.37,InStock,USEB
FOC15455SF9,HWIC-2SHDSL=,8.MD.BOX.37,InStock,USEB
FOC12452UBC,HWIC-2SHDSL,8.MD.BOX.37,InStock,USEB
FOC1308424R,HWIC-2SHDSL,8.MD.BOX.37,InStock,USEB
FOC15455SAF,HWIC-2SHDSL=,8.MD.BOX.37,InStock,USEB
FOC1314282E,VWIC2-2MFT-T1/E1,8.MD.BOX.37,InStock,USEB
FOC14282ATR,HWIC-2T,8.MD.BOX.37,InStock,USEB
FOC16216CD7,HWIC-2SHDSL=,8.MD.BOX.37,InStock,USEB
FOC183120D7,HWIC-2SHDSL,8.MD.BOX.37,InStock,USEB
FOC13294YJF,HWIC-2SHDSL,8.MD.BOX.37,InStock,USEB
FOC1728713Z,HWIC-2SHDSL,8.MD.BOX.37,InStock,USEA
FOC16216C9K,HWIC-2SHDSL=,8.MD.BOX.37,InStock,USEB
FOC161975CL,HWIC-2SHDSL,8.MD.BOX.37,InStock,USEB
FOC17101160,HWIC-2SHDSL,8.MD.BOX.37,InStock,USEB
FOC142150HD,HWIC-2SHDSL,8.MD.BOX.37,InStock,USEB
FOC16230U4C,HWIC-2SHDSL,8.MD.BOX.37,InStock,USEB
FOC15221R23,HWIC-1ADSL-M,8.MD.BOX.10,InStock,USEB
FOC11053JSZ,VIC-4FXS/DID#VIC3-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC12206MZF,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
JAE0814B4J0,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC12206MY3,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC1237023X,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC11460XDS,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC11460XVB,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC133517C0,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC09493AS9,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC11323GJ8,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
JAE081164FU,VIC-4FXS/DID#VIC3-4FXS/DID,8.MD.BOX.30,InStock,USEB
JAE0818FFDB,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC10404VKT,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC10482EN2,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC1016529R,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC12033WPP,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC11174CQ7,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC11460XDA,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC13034M3G,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
07490916,PA-4T+,8.BOX.0029,InStock,USEB
JAE0544030J,PA-2FE-TX,8.BOX.0029,InStock,USEB
15396384,PA-1C-E,8.BOX.0029,InStock,USEB
07490475,PA-4T+,8.BOX.0029,InStock,USEB
26720849,PA-H,8.BOX.0029,InStock,USEB
"28728402,",VIC-2FXS,"8.MD.BOX.26,",InStock,USEB
"27275790,",VIC-2FXO=,"8.MD.BOX.26,",InStock,USEB
"19342497,",VIC-2FXO-M3=,"8.MD.BOX.26,",InStock,USEB
"26636279,",VIC-2FXS,"8.MD.BOX.26,",InStock,USEB
"FOC11306CBB,",VIC2-2BRI-NT/TE,"8.MD.BOX.26,",InStock,USEB
"FOC20416HJP,",VIC2-2BRI-NT/TE#VIC2-2BRI-NT/TE,"8.MD.BOX.26,",InStock,USEB
"22742598,",VIC-2FXS=,"8.MD.BOX.26,",InStock,USEB
"26692341,",VIC-2FXO,"8.MD.BOX.26,",InStock,USEB
"FOC13071NA7,",VIC2-2FXO,"8.MD.BOX.26,",InStock,USEB
"28518327,",VIC-2FXS=,"8.MD.BOX.26,",InStock,USEB
"FOC15083XZW,",VIC2-2FXO=,"8.MD.BOX.26,",InStock,USEB
"22742016,",VIC-2FXS=,"8.MD.BOX.26,",InStock,USEB
"26649907,",VIC-2FXO,"8.MD.BOX.26,",InStock,USEB
"06990453,",VIC-2FXS,"8.MD.BOX.26,",InStock,USEB
"24232197,",VIC-2FXO,"8.MD.BOX.26,",InStock,USEB
"FOC17027RKJ,",HWIC-4B-S/T=,"8.MD.BOX.26,",InStock,USEB
"FOC202277E0,",VIC2-2BRI-NT/TE=,"8.MD.BOX.26,",InStock,USEB
"FOC193626GY,",VIC2-2BRI-NT/TE=,"8.MD.BOX.26,",InStock,USEB
"FOC13152K9U,",HWIC-3G-GSM,"8.MD.BOX.26,",InStock,USEB
FOC11304VSB,HWIC-1ADSL,8.MD.BOX.26,InStock,USEB
"FOC21144L9M,",VIC2-2BRI-NT/TE=,"8.MD.BOX.26,",InStock,USEB
"FOC16203P3D,",HWIC-3G-HSPA=,"8.MD.BOX.26,",InStock,USEB
"FOC094738HD,",VIC2-2FXS=,"8.MD.BOX.26,",InStock,USEB
"27300650,",VIC-2FXO-M3=,"8.MD.BOX.26,",InStock,USEB
"FOC11230EDZ,",VWIC2-1MFT-T1/E1,"8.MD.BOX.26,",InStock,USEB
"14662552,",VIC-2FXS=,"8.MD.BOX.26,",InStock,USEB
"FOC19353ZFB,",VIC2-2BRI-NT/TE=,"8.MD.BOX.26,",InStock,USEB
"FOC172383LC,",VIC2-2BRI-NT/TE=,"8.MD.BOX.26,",InStock,USEB
06990453,VIC-2FXS,8.MD.BOX.26,InStock,USEB
FOC172383LC,VIC2-2BRI-NT/TE,8.MD.BOX.26,InStock,USEB
FOC19353ZFB,VIC2-2BRI-NT/TE,8.MD.BOX.26,InStock,USEB
14662552,VIC-2FXS#VIC2FXS,8.MD.BOX.26,InStock,USEB
FOC11230EDZ,VWIC2-1MFT-T1/E1,8.MD.BOX.26,InStock,USEB
27300650,VIC 2FXO-M3,8.MD.BOX.26,InStock,USEB
FOC094738HD,VIC2-2FXS,8.MD.BOX.26,InStock,USEB
FOC16203P3D,HWIC-3G-HSPA=,8.MD.BOX.26,InStock,USEB
FOC21144L9M,VIC2-2BRI-NT/TE,8.MD.BOX.26,InStock,USEB
FOC13152K9U,HWIC-3G-GSM,8.MD.BOX.26,InStock,USEB
FOC193626GY,VIC2-2BRI-NT/TE,8.MD.BOX.26,InStock,USEB
FOC202277E0,VIC2-2BRI-NT/TE,8.MD.BOX.26,InStock,USEB
FOC17027RKJ,HWIC-4B-S/T=,8.MD.BOX.26,InStock,USEB
24232197,VIC-2FXO,8.MD.BOX.26,InStock,USEB
26649907,VIC-2FXO,8.MD.BOX.26,InStock,USEB
22742016,VIC-2FXS=,8.MD.BOX.26,InStock,USEB
FOC15083XZW,VIC2-2FXO,8.MD.BOX.26,InStock,NIB
28518327,VIC-2FXS,8.MD.BOX.26,InStock,USEB
FOC13071NA7,VIC2-2FXO,8.MD.BOX.26,InStock,USEB
26692341,VIC-2FXO,8.MD.BOX.26,InStock,USEB
22742598,VIC-2FXS=,8.MD.BOX.26,InStock,USEB
FOC20416HJP,VIC2-2BRI-NT/TE,8.MD.BOX.26,InStock,USEB
FOC11306CBB,VIC2-2BRI-NT/TE,8.MD.BOX.26,InStock,USEB
26636279,VIC-2FXS,8.MD.BOX.26,InStock,USEB
19342497,VIC-2FXO-M3,8.MD.BOX.26,InStock,USEB
27275790,VIC-2FXO#VIC-2FXS,8.MD.BOX.26,InStock,USEB
28728402,VIC-2FXS,8.MD.BOX.26,InStock,USEB
FOC122160TC,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC123452Y5,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC123429KQ,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC122160ZG,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC10370VB0,VIC-4FXS/DID=,8.MD.BOX.30,InStock,USEB
FOC11352U7D,VIC-4FXS/DID=,8.MD.BOX.30,InStock,USEB
FOC12294M5Z,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC11046QQ6,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC11245MCT,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC11420KFW,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC14026PH1,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC14193V5K,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC10313HWL,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC10313J4R,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC11131MS2,VIC-4FXS/DID=,8.MD.BOX.30,InStock,USEB
FOC10313HYE,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC13294KEF,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC11385NWT,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC1249622K,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC123304Z8,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC14193V4E,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC133044NP,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC1233050S,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC09451533,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC10160RG2,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC124961UP,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC14026PFU,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC12216161,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC113055FZ,VIC-4FXS/DID,8.MD.BOX.30,InStock,USEB
FOC12424DQN,VIC-4FXS/DID=,8.MD.BOX.30,InStock,USEB
FOC18362X2V,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC15070688,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC18070P0L,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC14281194,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC142810VC,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC15106A78,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC19177939,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC142811B9,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC1543658J,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC20096P91,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC14035VVK,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC184510X8,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC17058FPW,HWIC-1T#X04,8.MD.BOX.19,InStock,USEB
FOC16172TFT,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC153020UQ,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC1428121R,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC191778ST,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC18432D3M,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC16207LW4,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC18182NA4,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC17126FS3,HWIC-1T#X04,8.MD.BOX.19,InStock,USEB
FOC16155SEK,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC17126FT8,HWIC-1T#X04,8.MD.BOX.19,InStock,USEB
FOC154365H8,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC17062HRP,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC19302VMR,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC19036W8V,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC19302W17,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC15436598,HWIC-1T#JV#NEED2RMA,8.MD.BOX.19,InStock,USEB
FOC16172T4A,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC15075U75,HWIC-1T-RF#HWIC-1T#X04,8.MD.BOX.19,InStock,USEB
FOC1543654M,HWIC-1T#X04,8.MD.BOX.19,InStock,USEB
FOC19195LL5,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC19302W7D,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC19308WZU,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC19153PJY,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC19153Q9E,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC191778MA,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC154364YL,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC19195LXL,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC173031JQ,HWIC-1T-WS#HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC19308XEE,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC16172TH4,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC1432069J,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC17364K7E,FOC16172SCJ,8.MD.BOX.19,InStock,USEB
FOC181987DD,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC14092K70,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC16145SSC,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC14092K6K,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC142812U7,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC17245K78,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC19308WT4,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC14375C25,HWIC-1T,8.MD.BOX.19,InStock,NOB
FOC19153QGA,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC19036VLN,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC15414M5B,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC17515QZR,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC184510V3,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC154364WK,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC142812B6,HWIC-1T#X04,8.MD.BOX.19,InStock,USEB
FOC19308WQH,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC14252J0H,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC19302VL6,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC191477A4,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC15093GBF,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC1432021B,HWIC-1T#X04,8.MD.BOX.19,InStock,USEB
FOC14190H8M,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC14224Z5D,HWIC-1T-RF#HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC18070NMV,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC17405QKP,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC154364ZG,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC15330ZYT,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC142810TL,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC17245K21,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC15175WKV,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC16145T7R,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC180472HM,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC10360NGT,WIC1B-S/T,8.MD.BOX.19,InStock,USEB
FOC14240YCM,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC142811AM,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC161357SP,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC14417Q0H,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC14320367,HWIC-1T#X04,8.MD.BOX.19,InStock,USEB
